0,1,2,3,4,5,6,7,8,9,10,11
616.00166,612.64282,607.02848,604.8139,599.36726,585.28121,592.06254,597.68345,605.23613,607.42374,610.65279,613.3168599999999
615.85419,612.8785700000001,608.46448,605.35928,599.50745,585.56726,592.11533,597.49937,604.3629999999999,606.55641,609.7681,612.33914
615.71802,613.22558,607.72194,605.03552,599.7733900000001,585.70282,592.22299,601.77063,603.9708400000001,606.17171,609.44474,612.05314
616.46502,613.05502,608.11022,605.72078,599.3118,584.6904900000001,591.87122,596.69128,604.10054,606.3328,609.75914,612.33566
616.41783,613.01931,608.01029,605.36109,600.51498,586.16187,591.96421,602.5968,604.89984,607.20324,610.48065,613.1097500000001
616.3815099999999,612.91915,607.7699200000001,605.10208,599.67394,586.12609,592.01982,597.4512,605.38772,607.54507,610.4074400000001,612.97127
615.91587,612.5076799999999,607.4765399999999,604.94195,600.84271,586.22002,591.66066,598.0613,605.31641,607.48207,610.3535300000001,612.98133
615.4485099999999,611.99869,608.02079,605.44002,599.33811,585.48553,591.27934,597.53843,604.25163,606.42449,609.34071,611.9687299999999
616.13519,612.5749199999999,607.774,605.04179,599.56386,586.25077,592.23337,596.8453000000001,605.28382,607.48929,610.68134,613.32576
616.87831,613.3769500000001,608.11291,605.29659,600.1210100000001,585.49869,592.03015,597.45754,604.5594299999999,606.73676,610.2642599999999,612.8898200000001
616.1808000000001,612.8825700000001,607.5991300000001,604.89083,599.77609,585.09303,591.2318700000001,596.0937,604.18961,606.37834,610.3207600000001,613.02111
617.17125,613.79023,607.79683,605.6059,599.5613,585.54198,591.5771,598.1856300000001,605.62792,607.64765,610.1397400000001,612.72402
616.30357,612.86532,607.7819900000001,605.26878,599.7551199999999,586.79504,591.9374399999999,598.1782400000001,606.11206,608.32799,610.78612,613.37717
616.1041399999999,613.36425,608.16078,605.2961200000001,599.78888,585.6758,592.27244,596.9391899999999,604.8035900000001,606.90171,610.2248199999999,612.8348100000001
615.61599,613.42435,608.75642,606.0444699999999,600.34943,585.14153,591.1638399999999,597.0269000000001,605.40567,607.71253,610.83399,613.45028
616.60866,613.84508,608.01264,605.5579700000001,600.41765,585.76435,592.41468,598.3079,605.4375799999999,607.62038,610.39309,612.96841
616.21528,613.59208,608.7939,605.61919,599.4861099999999,585.49468,591.9345299999999,597.62841,604.30373,606.45862,610.33252,612.8871800000001
614.79616,612.62221,608.63672,605.27661,599.93843,585.16572,591.20571,597.41003,604.63008,606.8957,610.31141,612.9473099999999
616.13584,612.6457,607.73011,605.14067,599.5380299999999,585.3976600000001,592.9129300000001,597.1348,605.4255099999999,607.5685699999999,609.7551699999999,612.42042
615.7981599999999,613.49303,608.194,605.24307,599.9192800000001,584.8186400000001,591.8028400000001,597.29331,604.6206,606.9336500000001,610.20443,612.85802
617.1819499999999,613.57634,608.21108,605.8223700000001,599.81697,585.96531,592.28829,597.3198100000001,604.6607899999999,607.03455,609.98152,612.73163
615.83646,612.7574199999999,607.87907,605.2894,600.3092700000001,585.9870099999999,592.03604,597.38014,605.38346,607.37677,610.6482100000001,613.2855099999999
616.33081,612.76032,608.72674,605.9835,600.929,586.46407,592.1867599999999,597.58449,605.2916399999999,607.2498400000001,609.23014,611.7099699999999
615.9801199999999,612.6947799999999,607.66027,606.48088,601.21533,585.7778400000001,592.6340399999999,597.1674,605.3627,607.32529,610.4465299999999,613.0965699999999
616.43507,612.85496,608.81406,605.76243,599.6165100000001,585.3157199999999,592.12317,596.8904600000001,604.9907000000001,607.12007,610.4201,613.07989
616.7433,613.17772,608.35622,605.83803,600.14067,585.89822,591.43976,596.33105,604.35299,606.33729,609.22344,611.7315100000001
616.71437,613.2685299999999,609.08796,606.08549,600.1754599999999,585.05961,591.27251,597.2122,604.88347,607.30251,610.50947,613.08447
616.3633,612.77859,608.97865,605.4756199999999,600.31107,586.9448199999999,593.1623000000001,598.1269100000001,604.9016,606.96622,610.59717,613.29029
616.8393500000001,613.48437,608.4454400000001,605.59522,600.0213,585.88184,591.43844,597.9731499999999,604.15871,608.2838,610.85826,613.43148
616.43154,612.84366,608.27391,605.75481,600.52055,586.33186,591.75522,597.86149,604.1898799999999,606.27283,610.22206,612.81773
616.30525,612.92561,608.54203,605.8816700000001,600.1291200000001,585.79808,592.51206,597.5875,605.66729,607.93664,611.2036999999999,613.82473
617.08022,614.4502,609.08064,606.21221,600.77162,585.44776,593.15724,598.0136699999999,604.8920899999999,608.83187,611.50066,614.16787
616.99759,613.5694400000001,608.9386499999999,606.37186,599.9378800000001,586.22703,592.32582,598.12566,604.8771499999999,607.10163,610.50564,613.10958
616.14471,613.45841,609.5499699999999,606.4538,600.5165400000001,585.7146,592.50798,598.2544700000001,605.32299,607.55458,610.2628500000001,612.8344599999999
616.25992,613.29514,609.12392,606.24303,600.82291,586.1855999999999,592.67172,598.07329,604.8219799999999,607.07122,610.43406,613.07884
617.16943,613.71173,609.05455,606.004,600.64665,586.41694,592.36778,598.23012,605.4566699999999,607.68083,610.28815,612.9265200000001
618.83784,613.0889699999999,610.25397,606.76766,600.35267,585.7650600000001,593.5398,603.31232,605.7418700000001,608.17152,611.79412,614.43023
616.4276,613.0263,609.33242,606.38818,600.35473,585.61733,592.63387,597.77022,605.21825,607.4349000000001,610.82272,613.52687
616.7981,613.321,609.23268,606.156,600.49009,585.66956,592.9748999999999,599.42149,607.12824,609.15619,611.56035,614.251
616.6949,613.3148900000001,608.63984,605.89911,600.85043,586.69645,593.2574999999999,598.6407399999999,606.6925799999999,608.84845,611.56679,614.28711
617.97844,614.67586,609.8394199999999,606.85858,601.8203100000001,586.33947,593.1055399999999,599.0342899999999,606.66076,608.99986,611.51911,614.24477
617.5958300000001,615.15498,609.85357,607.0626199999999,601.20317,586.45696,592.51396,598.44885,606.61866,609.00948,612.48281,615.0501499999999
617.07703,614.28962,609.9462699999999,607.4154000000001,600.73341,585.78125,593.82858,599.4913,606.72703,608.97651,612.18776,614.9126200000001
617.52752,614.65858,610.0513100000001,607.2350100000001,601.87534,586.96799,593.41392,598.8825,606.4839400000001,608.81138,612.5491499999999,615.3326400000001
618.72045,615.2746900000001,610.60177,607.58262,601.40999,586.94775,593.52134,599.72402,607.1578900000001,609.71537,612.70051,615.3228300000001
618.15832,615.6702,610.48752,607.6553700000001,602.3061700000001,586.94995,594.44502,600.09735,607.18947,609.4676900000001,613.85676,616.5874100000001
618.61981,616.164,611.56044,608.70942,602.22441,587.1700000000001,594.3299499999999,600.65278,607.81243,610.1398,613.2365699999999,615.84825
619.01064,616.00876,611.02908,608.20223,602.31187,587.17535,594.43485,600.92545,607.9361399999999,610.14117,613.627,616.2559699999999
619.5422,616.3931200000001,610.9521100000001,608.4242499999999,602.8947400000001,588.13614,594.69913,601.74108,608.30796,610.50028,614.64744,617.31312
620.0542,616.87412,612.56597,609.86828,603.88489,589.17146,596.03462,602.24805,609.4639099999999,611.8777200000001,615.66073,618.3155499999999
621.08109,616.7112199999999,613.94246,610.13828,603.94378,588.12054,595.27342,601.87443,609.62442,611.73061,615.6413299999999,618.22008
620.5006900000001,617.18713,612.3301100000001,609.46759,604.14482,588.31932,595.98085,602.0265400000001,611.41189,613.5771,615.8763,618.51674
620.89089,617.90806,614.15427,611.39279,605.23271,589.14166,597.33782,603.4544000000001,612.28445,614.33026,617.40181,620.04688
621.47253,619.34888,614.7223799999999,612.24005,607.238,590.1946,597.8969,604.95218,612.4486599999999,614.56377,618.2537100000001,620.8633
622.43163,619.3796500000001,616.5873499999999,614.0083599999999,608.26338,591.5928899999999,598.45596,606.84434,614.74005,616.8954699999999,620.39641,622.94532
624.12273,621.35825,616.7492,614.1087200000001,609.12897,592.30628,599.92617,607.88274,615.79403,618.00218,620.68701,623.09826
625.1696999999999,622.80442,618.97766,616.69143,610.59501,593.84279,601.36568,611.1521700000001,618.41658,620.82714,622.9132199999999,625.28864
627.3782600000001,624.81668,621.08565,618.1951799999999,613.60913,595.3747099999999,603.3821700000001,613.37945,619.64734,621.6347,625.4551399999999,627.65122
629.5080499999999,627.01413,623.41971,621.48084,615.5540699999999,597.31981,605.17994,615.58019,622.8272599999999,624.85103,627.6299700000001,629.73045
630.69456,629.07303,625.54435,623.5048999999999,619.09642,599.1792800000001,606.99502,624.29796,626.177,628.05547,630.7428500000001,632.6745599999999
633.5911500000001,631.63427,628.3483900000001,626.38937,621.93221,601.77865,609.0342800000001,621.46755,629.0416700000001,630.7162999999999,633.75494,635.5310300000001
636.3551699999999,634.55791,630.69116,629.3636799999999,625.5242599999999,604.20756,611.74192,630.57452,632.16538,633.75555,636.3942499999999,638.00541
638.87688,637.39022,634.58367,633.11395,627.82125,607.5741599999999,612.97288,628.5864799999999,635.59908,636.90471,639.29974,640.64363
642.6074600000001,641.18175,638.21925,637.02853,631.96829,610.50063,616.34355,631.9553099999999,639.0923399999999,640.43424,642.11378,643.28531
645.6721299999999,643.41874,642.4276199999999,642.40711,635.07353,613.01021,617.8984999999999,635.18814,642.02657,643.14471,644.52202,645.46023
647.03236,646.17614,643.98083,642.76013,638.31511,615.2621300000001,619.59961,637.15413,644.38563,645.48049,647.1521299999999,648.04072
649.90814,648.93846,646.6625200000001,645.34831,640.5887600000001,617.3192,620.5941300000001,639.21928,645.8382799999999,646.7987300000001,649.02144,649.6710400000001
651.64447,650.2935699999999,649.5577,647.50818,643.1240500000001,619.5336199999999,621.91151,642.4100699999999,648.4055500000001,649.11919,650.9515899999999,651.5211400000001
653.2062199999999,652.63105,650.74038,649.8297299999999,644.78774,621.1700099999999,623.6686599999999,644.0197900000001,650.84473,651.53342,652.2919300000001,652.6636199999999
654.20329,654.38856,652.72451,651.48288,646.89948,622.10207,623.14486,648.74842,650.11552,652.48856,652.94273,653.3945
656.66177,656.33368,654.7116900000001,653.46718,648.3543099999999,623.9916499999999,624.70937,651.23767,652.4872,655.03731,655.34267,655.6459
657.0627900000001,656.63269,655.67643,654.60392,650.14978,625.60922,626.38535,653.09738,654.2544800000001,656.47295,656.6729,656.8707300000001
657.7686,657.54,656.96878,655.65264,650.95467,625.8348,626.8565299999999,650.1773800000001,657.2097900000001,657.37655,657.5435,657.7081
658.4290000000001,658.3048,657.4199,656.94586,653.3899899999999,629.1842300000001,630.1267300000001,655.79043,656.61288,657.7951999999999,657.9358,658.0740999999999
